id,title,recordLink,media,creditLine,date,notes,physicalDescription,object_type,topic
ld1-1643399134763-1643399189294-0,"Fire Helmet, ""Asst. Chief Engineer S. S. P.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05019', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05018', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05020', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05021', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05022', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05023', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05024', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05025', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05017', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05026']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189133-0,Firefighter's Helmet,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-2006-657', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05027', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05028', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05029', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05030', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05031', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05032']",Gift of CIGNA Museum and Art Collection,1880s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Uniforms
ld1-1643399134763-1643399189287-0,Union Company Cape,,['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2012q28335'],Gift of CIGNA Museum and Art Collection,1900s,"Some early American firefighters wore capes for protection, ornamentation, and identification. The stiff oil cloth protected their shoulders and upper body against fiery embers and water, and the decorative painting served to identify company members at chaotic fire scenes or on parade. The capes were often painted by local sign painters, some skilled artists like John A. Woodside, who also painted the company’s hats and banners and decorated their fire engines. Many of the capes in the firefighting collection display patriotic names and symbolism, reflecting themes important to 19th century volunteers, as well as the pride they felt in the early founding date of their fire company.",oil cloth (overall material),"cape, fire uniform",Firefighting Capes
ld1-1643399134763-1643399189283-0,Hand In Hand Company Cape,,['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2012q28332'],Gift of CIGNA Museum and Art Collection,1870s,"Some early American firefighters wore capes for protection, ornamentation, and identification. The stiff oil cloth protected their shoulders and upper body against fiery embers and water, and the decorative painting served to identify company members at chaotic fire scenes or on parade. The capes were often painted by local sign painters, some skilled artists like John A. Woodside, who also painted the company’s hats and banners and decorated their fire engines. Many of the capes in the firefighting collection display patriotic names and symbolism, reflecting themes important to 19th century volunteers, as well as the pride they felt in the early founding date of their fire company.",oil cloth (overall material),"cape, fire uniform",Firefighting Capes
ld1-1643399134763-1643399189269-0,Eagle No. 3 Company Cape,,['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2012q28328'],Gift of CIGNA Museum and Art Collection,1900s,"Some early American firefighters wore capes for protection, ornamentation, and identification. The stiff oil cloth protected their shoulders and upper body against fiery embers and water, and the decorative painting served to identify company members at chaotic fire scenes or on parade. The capes were often painted by local sign painters, some skilled artists like John A. Woodside, who also painted the company’s hats and banners and decorated their fire engines. Many of the capes in the firefighting collection display patriotic names and symbolism, reflecting themes important to 19th century volunteers, as well as the pride they felt in the early founding date of their fire company.",oil cloth (overall material),"cape, fire uniform",Firefighting Capes
ld1-1643399134763-1643399189268-0,Delaware Company Cape,,['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2012q28327'],Gift of CIGNA Museum and Art Collection,1850s,"Some early American firefighters wore capes for protection, ornamentation, and identification. The stiff oil cloth protected their shoulders and upper body against fiery embers and water, and the decorative painting served to identify company members at chaotic fire scenes or on parade. The capes were often painted by local sign painters, some skilled artists like John A. Woodside, who also painted the company’s hats and banners and decorated their fire engines. Many of the capes in the firefighting collection display patriotic names and symbolism, reflecting themes important to 19th century volunteers, as well as the pride they felt in the early founding date of their fire company.",oil cloth (overall material),"cape, fire uniform",Firefighting Capes
ld1-1643399134763-1643399189282-0,Good Will Company Cape,,['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2012q28331'],Gift of CIGNA Museum and Art Collection,1840s,"Some early American firefighters wore capes for protection, ornamentation, and identification. The stiff oil cloth protected their shoulders and upper body against fiery embers and water, and the decorative painting served to identify company members at chaotic fire scenes or on parade. The capes were often painted by local sign painters, some skilled artists like John A. Woodside, who also painted the company’s hats and banners and decorated their fire engines. Many of the capes in the firefighting collection display patriotic names and symbolism, reflecting themes important to 19th century volunteers, as well as the pride they felt in the early founding date of their fire company.",oil cloth (overall material),"cape, fire uniform",Firefighting Capes
ld1-1643399134763-1643399189281-0,Friendship Company Cape,,['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2012q28330'],Gift of CIGNA Museum and Art Collection,1850s,"Some early American firefighters wore capes for protection, ornamentation, and identification. The stiff oil cloth protected their shoulders and upper body against fiery embers and water, and the decorative painting served to identify company members at chaotic fire scenes or on parade. The capes were often painted by local sign painters, some skilled artists like John A. Woodside, who also painted the company’s hats and banners and decorated their fire engines. Many of the capes in the firefighting collection display patriotic names and symbolism, reflecting themes important to 19th century volunteers, as well as the pride they felt in the early founding date of their fire company.",oil cloth (overall material),"cape, fire uniform",Firefighting Capes
ld1-1643399134763-1643399189402-0,"Fire Helmet, ""Engineer / Newton""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05444', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05443', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05445', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05442']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189405-0,"Fire Helmet, ""Jefferson / 6 / PJ""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05459', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05458', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05460', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05457']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189289-0,Western Company Cape,,['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2012q28337'],Gift of CIGNA Museum and Art Collection,1870s,"Some early American firefighters wore capes for protection, ornamentation, and identification. The stiff oil cloth protected their shoulders and upper body against fiery embers and water, and the decorative painting served to identify company members at chaotic fire scenes or on parade. The capes were often painted by local sign painters, some skilled artists like John A. Woodside, who also painted the company’s hats and banners and decorated their fire engines. Many of the capes in the firefighting collection display patriotic names and symbolism, reflecting themes important to 19th century volunteers, as well as the pride they felt in the early founding date of their fire company.",oil cloth (overall material),"cape, fire uniform",Firefighting Capes
ld1-1643399134763-1643399189307-0,"Fire Helmet, ""Columbia 5 FD""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05073', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05072', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05074', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05071']",Gift of CIGNA Museum and Art Collection,,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
